410,-0.39,0.07,10.01,0.00,-0.03,0.02
446,-0.36,0.14,10.15,0.00,-0.03,0.02
481,-0.40,0.09,10.04,0.01,-0.03,0.02
517,-0.37,0.08,10.13,0.00,-0.03,0.02
551,-0.37,0.06,10.10,0.01,-0.03,0.02
587,-0.39,0.07,10.03,0.01,-0.03,0.02
622,-0.38,0.11,10.16,0.00,-0.03,0.02
658,-0.37,0.09,10.07,0.00,-0.04,0.02
693,-0.37,0.08,10.03,0.00,-0.03,0.02
732,-0.37,0.09,10.10,0.00,-0.03,0.02
772,-0.39,0.09,10.05,0.01,-0.03,0.02
811,-0.36,0.11,10.07,0.00,-0.03,0.02
850,-0.36,0.11,10.11,0.01,-0.03,0.02
889,-0.37,0.10,10.11,0.01,-0.03,0.02
929,-0.37,0.09,10.07,0.01,-0.03,0.02
969,-0.36,0.09,10.09,0.01,-0.03,0.02
1008,-0.37,0.09,10.06,0.01,-0.03,0.02
1049,-0.36,0.08,10.08,0.01,-0.03,0.02
1089,-0.38,0.11,10.09,0.01,-0.03,0.02
1130,-0.35,0.10,10.08,0.01,-0.03,0.02
1171,-0.35,0.08,10.08,0.01,-0.03,0.02
1211,-0.37,0.09,10.05,0.00,-0.03,0.02
1252,-0.37,0.08,10.08,0.00,-0.03,0.02
1292,-0.37,0.09,10.07,0.00,-0.03,0.02
1333,-0.40,0.09,10.07,0.00,-0.02,0.02
1374,-0.38,0.12,10.11,0.01,-0.03,0.02
1414,-0.39,0.09,10.11,0.00,-0.03,0.02
1455,-0.39,0.08,10.09,0.00,-0.03,0.02
1495,-0.39,0.11,10.09,0.00,-0.03,0.02
1536,-0.40,0.08,10.06,0.00,-0.03,0.02
1576,-0.40,0.09,10.07,0.00,-0.03,0.02
1616,-0.40,0.10,10.09,0.00,-0.03,0.02
1657,-0.42,0.11,10.05,0.00,-0.03,0.02
1697,-0.40,0.08,10.08,0.00,-0.03,0.02
1738,-0.42,0.08,10.07,0.00,-0.03,0.02
1779,-0.40,0.10,10.03,0.00,-0.03,0.02
1819,-0.42,0.09,10.07,0.00,-0.03,0.02
1860,-0.41,0.11,10.10,0.00,-0.03,0.02
1901,-0.40,0.10,10.07,0.00,-0.03,0.02
1941,-0.41,0.08,10.10,0.00,-0.03,0.02
1982,-0.42,0.10,10.11,0.00,-0.03,0.02
2022,-0.43,0.08,10.10,0.00,-0.03,0.02
2063,-0.40,0.11,10.09,0.00,-0.03,0.02
2104,-0.40,0.09,10.09,0.00,-0.03,0.02
2144,-0.42,0.09,10.10,0.00,-0.03,0.02
2185,-0.41,0.10,10.08,-0.00,-0.03,0.02
2226,-0.42,0.07,10.08,0.00,-0.03,0.02
2267,-0.40,0.08,10.08,0.00,-0.03,0.02
2308,-0.40,0.10,10.07,-0.00,-0.03,0.02
2349,-0.39,0.08,10.07,0.00,-0.03,0.02
2390,-0.39,0.09,10.07,0.00,-0.03,0.02
2429,-0.41,0.09,10.07,0.00,-0.03,0.02
2470,-0.40,0.08,10.07,0.00,-0.03,0.02
2511,-0.40,0.10,10.09,0.00,-0.03,0.02
2551,-0.40,0.10,10.05,0.00,-0.03,0.02
2592,-0.40,0.09,10.10,0.00,-0.03,0.02
2632,-0.40,0.11,10.07,0.00,-0.03,0.02
2673,-0.39,0.08,10.08,0.00,-0.03,0.02
2714,-0.37,0.09,10.09,0.00,-0.03,0.02
2754,-0.38,0.10,10.07,0.00,-0.03,0.02
2795,-0.38,0.11,10.07,0.00,-0.03,0.02
2836,-0.38,0.08,10.07,0.00,-0.03,0.02
2876,-0.37,0.11,10.07,0.00,-0.03,0.02
2917,-0.38,0.10,10.11,0.00,-0.03,0.02
2957,-0.38,0.10,10.07,0.00,-0.03,0.02
2998,-0.39,0.10,10.08,0.00,-0.03,0.02
3039,-0.37,0.10,10.09,0.00,-0.03,0.02
3079,-0.38,0.10,10.07,0.00,-0.03,0.02
3120,-0.37,0.10,10.07,0.00,-0.03,0.02
3160,-0.37,0.10,10.07,0.01,-0.03,0.02
3201,-0.36,0.10,10.07,0.00,-0.03,0.02
3241,-0.35,0.10,10.08,0.00,-0.03,0.02
3281,-0.37,0.10,10.12,0.00,-0.03,0.02
3322,-0.36,0.09,10.08,0.00,-0.03,0.02
3362,-0.38,0.10,10.10,0.00,-0.03,0.02
